Ticker,Market Cap,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Short Float,Short Ratio,Avg Volume,Price,Change %,Volume,datetime
MMFSG,,,,,,,,-,0.25,60020.0,30.76,-0.24%,27051.0,2026-08-14 22:04:43
MMFSB,,,,,,,,-,0.21,126500.0,24.65,-0.26%,72094.0,2026-08-14 22:04:43
MMFP,,,,,,,0.3926,-,2.19,1120000.0,45.57,5.78%,1260524.0,2026-08-14 22:04:43
MMFMO,,,,,,,,-,0.1,12690.0,23.68,0.12%,3103.0,2026-08-14 22:04:43
MMFLX,,,,,,,,-,0.76,6690.0,17.01,-0.15%,2118.0,2026-08-14 22:04:43
MMFIG,,,,,,,,-,0.39,9010.0,21.7,-0.87%,1829.0,2026-08-14 22:04:43
MMFEM,,,,,,,,-,2.73,21760.0,28.47,0.25%,1463.0,2026-08-14 22:04:43
MMFEB,,,,,,,,-,0.01,130.0,33.31,0.02%,6.0,2026-08-14 22:04:43
MMFDX,,,,,,,,-,0.1,17550.0,42.89,0.09%,7145.0,2026-08-14 22:04:43
MMEXX,,,,,,,,-,0.8,17230.0,27.62,-1.43%,14978.0,2026-08-14 22:04:43
MMETW,,,,,,,,-,1.19,18970.0,24.36,-1.01%,9003.0,2026-08-14 22:04:43
MMETV,,,,,,,,-,0.43,48720.0,19.33,0.26%,17805.0,2026-08-14 22:04:43
MMETU,,,,,,,,-,1.38,5710000.0,21.18,-1.76%,3109231.0,2026-08-14 22:04:43
MMETL,,,,,,,,-,0.22,21260.0,27.78,1.02%,8850.0,2026-08-14 22:04:43
MMETG,,,,,,,,-,1.62,14410.0,13.87,-1.74%,29739.0,2026-08-14 22:04:43
MMETD,,,,,,,,-,0.05,516260.0,16.25,0.90%,171421.0,2026-08-14 22:04:43
MMEMY,,,,,,,,-,0.68,1590.0,17.63,-0.47%,391.0,2026-08-14 22:04:43
MMEMX,,,,,,,,-,1.25,3720.0,48.07,-0.14%,1684.0,2026-08-14 22:04:43
MMEMS,,,,,,,,-,0.36,1020.0,30.99,-0.43%,1323.0,2026-08-14 22:04:43
MMEME,,,,,,,,-,0.87,209600.0,8.7,3.02%,199492.0,2026-08-14 22:04:43
MMEMA,,,,,,,,-,0.03,10540.0,30.6,0.40%,277.0,2026-08-14 22:04:43
MMEM,,,,,,,,-,2.53,2980.0,44.3,0.11%,1247.0,2026-08-14 22:04:43
MMEIB,,,,,,,,-,0.03,300.0,24.75,-1.68%,38.0,2026-08-14 22:04:43
MMEDX,,,,,,,,-,0.86,2190.0,35.69,-0.74%,2129.0,2026-08-14 22:04:43
MMEDI,,,,,,,,-,1.24,9080.0,33.8,-0.77%,2141.0,2026-08-14 22:04:43
MMEAR,,,,,,,,-,0.34,188200.0,50.21,-0.02%,151962.0,2026-08-14 22:04:43
MMDYV,,,,,,,,-,1.02,83980.0,97.39,0.30%,81188.0,2026-08-14 22:04:43
MMDYG,,,,,,,,-,0.72,86640.0,113.58,0.38%,123265.0,2026-08-14 22:04:43
MMDY,,,,,,,,-,2.43,696950.0,716.91,0.32%,440619.0,2026-08-14 22:04:43
MMDST,,,,,,,,-,0.5,61750.0,29.8,1.48%,37462.0,2026-08-14 22:04:43
MMDPL,,,,,,,,-,0.97,14330.0,30.07,-0.45%,2371.0,2026-08-14 22:04:43
MMDLV,,,,,,,,-,1.97,6280.0,32.0,0.35%,2473.0,2026-08-14 22:04:43
MMDIV,,,,,,,,-,0.4,62440.0,16.93,0.25%,35073.0,2026-08-14 22:04:43
MMDEV,,,,,,,,-,0.5,3170.0,21.45,0.05%,14.0,2026-08-14 22:04:43
MMDCR,,,,,,,,-,0.03,120.0,32.88,-0.01%,6.0,2026-08-14 22:04:43
MMDAA,,,,,,,,-,3.4,410.0,117.76,-0.35%,8.0,2026-08-14 22:04:43
MMCVT,,,,,,,,-,0.53,6480.0,28.82,-0.47%,28.0,2026-08-14 22:04:43
MMCOW,,,,,,,,-,0.04,2160.0,22.59,-0.28%,19.0,2026-08-14 22:04:43
MMCI,,,,,,,,-,0.47,31450.0,17.04,1.85%,38733.0,2026-08-14 22:04:43
MMCHU,,,,,,,,-,0.08,7520.0,14.83,2.67%,4597.0,2026-08-14 22:04:43
MMCHS,,,,,,,,-,0.13,11960.0,42.81,0.12%,2154.0,2026-08-14 22:04:43
MMCHI,,,,,,,,-,4.96,3090000.0,54.63,0.39%,1405729.0,2026-08-14 22:04:43
MMCHG,,,,,,,,-,0.04,10860.0,8.47,3.88%,4907.0,2026-08-14 22:04:43
MMCH,,,,,,,,-,0.09,2590.0,28.24,0.52%,4670.0,2026-08-14 22:04:43
MMCDS,,,,,,,,-,0.7,350.0,70.42,0.08%,541.0,2026-08-14 22:04:43
MMBSX,,,,,,,,-,0.57,4670.0,26.75,-3.86%,864.0,2026-08-14 22:04:43
MMBSF,,,,,,,,-,0.03,56880.0,25.67,0.00%,17595.0,2026-08-14 22:04:43
MMBSD,,,,,,,,-,1.25,12120.0,20.43,-0.17%,4519.0,2026-08-14 22:04:43
MMBS,,,,,,,,-,0.38,67480.0,8.57,0.06%,84762.0,2026-08-14 22:04:43
MMBOX,,,,,,,,-,0.89,4520.0,43.0,-0.21%,2861.0,2026-08-14 22:04:43
MMBND,,,,,,,,-,0.23,6800.0,26.95,-0.19%,919.0,2026-08-14 22:04:43
MMBCE,,,,,,,,-,1.14,22650.0,39.39,-0.72%,2671.0,2026-08-14 22:04:43
MMBBB,,,,,,,,-,0.05,1660.0,20.94,-0.27%,1987.0,2026-08-14 22:04:43
MMBBA,,,,,,,,-,0.31,18720.0,48.94,-0.25%,7284.0,2026-08-14 22:04:43
MMBB,,,,,,,,-,1.08,2180000.0,93.2,-0.31%,1773579.0,2026-08-14 22:04:43
MMAYZ,,,,,,,,-,1.24,4810.0,37.18,-0.14%,1262.0,2026-08-14 22:04:43
MMAYW,,,,,,,,-,1.19,63860.0,35.41,0.00%,25585.0,2026-08-14 22:04:43
MMAYU,,,,,,,,-,0.68,8000.0,35.07,-0.29%,2012.0,2026-08-14 22:04:43
MMAYT,,,,,,,,-,1.79,24860.0,39.99,-0.01%,14558.0,2026-08-14 22:04:43
MMAYP,,,,,,,,-,1.4,4300.0,33.22,-0.05%,3816.0,2026-08-14 22:04:43
MMAYM,,,,,,,,-,2.46,13700.0,33.25,0.03%,102.0,2026-08-14 22:04:43
MMAYC,,,,,,,,-,0.09,2440.0,26.2,-0.01%,7.0,2026-08-14 22:04:43
MMAXJ,,,,,,,,-,1.83,53770.0,29.47,-0.05%,12605.0,2026-08-14 22:04:43
MMAXI,,,,,,,,-,0.71,20530.0,8.65,-1.31%,15171.0,2026-08-14 22:04:43
MMAVF,,,,,,,,-,0.24,590.0,141.92,-0.06%,225.0,2026-08-14 22:04:43
MMAUG,,,,,,,,-,0.04,160.0,33.4,-0.01%,6.0,2026-08-14 22:04:43
MMATE,,,,,,,,-,1.48,5630.0,31.63,0.51%,897.0,2026-08-14 22:04:43
MMARZ,,,,,,,,-,0.5,5880.0,37.76,-0.17%,1819.0,2026-08-14 22:04:43
MMARW,,,,,,,,-,2.3,2320.0,36.7,-0.00%,136.0,2026-08-14 22:04:43
MMARU,,,,,,,,-,34.19,950.0,30.56,-0.17%,11.0,2026-08-14 22:04:43
MMART,,,,,,,,-,12.23,1030.0,42.92,0.02%,40.0,2026-08-14 22:04:43
MMARS,,,,,,,,-,0.69,152770.0,28.25,-0.08%,24014.0,2026-08-14 22:04:43
MMARO,,,,,,,,-,0.24,526450.0,3.86,-0.26%,332366.0,2026-08-14 22:04:43
MMARM,,,,,,,,-,4.23,4090.0,34.42,-0.07%,21687.0,2026-08-14 22:04:43
MMAPP,,,,,,,,-,1.35,720.0,28.29,-0.05%,1406.0,2026-08-14 22:04:43
MMANI,,,,,,,,-,0.12,2600.0,25.96,-0.03%,1984.0,2026-08-14 22:04:43
MMAMB,,,,,,,,-,1.53,21890.0,23.95,-0.25%,13544.0,2026-08-14 22:04:43
MMAKX,,,,,,,,-,2.19,1590.0,72.54,2.01%,452.0,2026-08-14 22:04:43
MMAGY,,,,,,,,-,0.62,57540.0,41.91,-0.72%,39041.0,2026-08-14 22:04:43
MMAGX,,,,,,,,-,0.67,76570.0,56.48,-0.67%,20162.0,2026-08-14 22:04:43
MMAGS,,,,,,,,-,0.85,4440000.0,68.26,-0.34%,2148187.0,2026-08-14 22:04:43
MMAGG,,,,,,,,-,0.21,5610.0,19.92,-0.23%,256.0,2026-08-14 22:04:43
MMAGC,,,,,,,,-,1.41,6640.0,19.53,0.72%,2712.0,2026-08-14 22:04:43
MMAGA,,,,,,,,-,0.07,1330.0,58.45,0.09%,359.0,2026-08-14 22:04:43
MMADE,,,,,,,,-,0.44,18960.0,38.41,0.52%,9325.0,2026-08-14 22:04:43
MMAAY,,,,,,,,-,1.44,19090.0,5.38,-2.62%,47314.0,2026-08-14 22:04:43
LLYTE,,,,,,,,-,,3080000.0,26.91,2.87%,3285492.0,2026-08-14 22:04:43
LLYLD,,,,,,,,-,0.28,1030.0,33.38,0.68%,128.0,2026-08-14 22:04:43
LLVLN,,,,,,,,-,0.63,4280.0,24.78,-0.05%,126.0,2026-08-14 22:04:43
LLVIG,,,,,,,,-,0.16,3550.0,98.27,-0.20%,299.0,2026-08-14 22:04:43
LLVHI,,,,,,,,-,2.38,661660.0,42.86,-0.23%,670161.0,2026-08-14 22:04:43
LLVHD,,,,,,,,-,2.08,57640.0,44.79,0.21%,32874.0,2026-08-14 22:04:43
LLVDS,,,,,,,,-,0.24,2860.0,61.12,0.13%,640.0,2026-08-14 22:04:43
LLUNL,,,,,,,,-,0.35,1230000.0,6.64,16.49%,3637793.0,2026-08-14 22:04:43
LLUMA,,,,,,,,-,0.14,12580.0,26.31,1.10%,50048.0,2026-08-14 22:04:43
LLULG,,,,,,,,-,0.06,157350.0,6.43,-0.23%,71581.0,2026-08-14 22:04:43
LLTTI,,,,,,,,-,0.14,6280.0,17.44,-0.65%,237.0,2026-08-14 22:04:43
LLTPZ,,,,,,,,-,0.15,194820.0,47.67,-0.71%,335104.0,2026-08-14 22:04:43
LLTL,,,,,,,,-,0.06,3740.0,24.9,0.67%,21669.0,2026-08-14 22:04:43
LLTCC,,,,,,,,-,10.04,14350.0,10.62,-2.52%,12427.0,2026-08-14 22:04:43
LLTAX,,,,,,,,-,0.0,480.0,24.87,-0.43%,6.0,2026-08-14 22:04:43
LLSVD,,,,,,,,-,0.74,1550.0,36.41,-0.32%,1347.0,2026-08-14 22:04:43
LLSTB,,,,,,,,-,0.0,56970.0,24.74,-0.20%,6.0,2026-08-14 22:04:43
LLST,,,,,,,,-,0.2,70690.0,48.43,0.08%,45395.0,2026-08-14 22:04:43
LLSGR,,,,,,,,-,0.33,67260.0,45.13,-0.68%,28342.0,2026-08-14 22:04:43
LLSEQ,,,,,,,,-,1.2,2190.0,33.85,-0.03%,2169.0,2026-08-14 22:04:43
LLSCP,,,,,,,,-,0.0,56030.0,24.77,-0.16%,6.0,2026-08-14 22:04:43
LLSAT,,,,,,,,-,0.21,2340.0,47.23,0.66%,4659.0,2026-08-14 22:04:43
LLSAF,,,,,,,,-,0.21,3960.0,56.19,-0.06%,8206.0,2026-08-14 22:04:43
LLRNZ,,,,,,,,-,0.13,4590.0,65.02,-1.03%,1699.0,2026-08-14 22:04:43
LLRNX,,,,,,,,-,0.66,380.0,23.25,-0.41%,6.0,2026-08-14 22:04:43
LLRND,,,,,,,,-,0.03,29990.0,47.05,-0.79%,388.0,2026-08-14 22:04:43
LLRGG,,,,,,,,-,0.08,49260.0,29.84,-0.37%,10002.0,2026-08-14 22:04:43
LLRGF,,,,,,,,-,0.2,155930.0,79.23,-0.15%,64202.0,2026-08-14 22:04:43
LLRGE,,,,,,,,-,0.03,22010.0,89.56,-0.57%,7831.0,2026-08-14 22:04:43
LLRGC,,,,,,,,-,0.19,44670.0,87.66,-0.16%,14362.0,2026-08-14 22:04:43
LLRCU,,,,,,,,-,0.13,129100.0,58.6,-4.31%,74828.0,2026-08-14 22:04:43
LLRCC,,,,,,,,-,0.26,2550.0,20.58,-3.23%,4054.0,2026-08-14 22:04:43
LLQTI,,,,,,,,-,0.08,90600.0,18.78,-0.09%,26576.0,2026-08-14 22:04:43
LLQID,,,,,,,,-,1.8,14530.0,25.03,0.00%,19731.0,2026-08-14 22:04:43
LLQDW,,,,,,,,-,0.62,96920.0,23.33,-0.26%,51576.0,2026-08-14 22:04:43
LLQDU,,,,,,,,-,,80.0,25.05,-1.31%,11.0,2026-08-14 22:04:43
LLQDM,,,,,,,,-,2.61,4850.0,23.89,-0.33%,2023.0,2026-08-14 22:04:43
LLQDI,,,,,,,,-,1.59,8570.0,25.72,-0.39%,530.0,2026-08-14 22:04:43
LLQDH,,,,,,,,-,0.4,41120.0,92.36,-0.10%,13453.0,2026-08-14 22:04:43
LLQDD,,,,,,,,-,,780.0,49.79,1.20%,10.0,2026-08-14 22:04:43
LLQDB,,,,,,,,-,0.12,4170.0,84.7,-0.32%,295.0,2026-08-14 22:04:43
LLQD,,,,,,,,-,1.89,28230000.0,106.12,-0.40%,29528364.0,2026-08-14 22:04:43
LLQAI,,,,,,,,-,0.53,380.0,47.03,1.01%,46.0,2026-08-14 22:04:43
LLQ,,,,,,,,-,1.01,1150.0,24.05,0.12%,7.0,2026-08-14 22:04:43
LLPRE,,,,,,,,-,3.35,18460.0,30.2,0.37%,32764.0,2026-08-14 22:04:43
LLOWV,,,,,,,,-,0.05,7700.0,84.24,-0.42%,5730.0,2026-08-14 22:04:43
LLOUP,,,,,,,,-,0.4,13440.0,96.28,-0.81%,17132.0,2026-08-14 22:04:43
LLOTI,,,,,,,,-,0.14,5110.0,26.2,-0.36%,19.0,2026-08-14 22:04:43
LLOPP,,,,,,,,-,3.45,340.0,38.53,0.38%,76.0,2026-08-14 22:04:43
LLONZ,,,,,,,,-,2.74,87990.0,49.15,-0.00%,22749.0,2026-08-14 22:04:43
LLOHA,,,,,,,,-,0.75,63860.0,27.05,0.43%,10054.0,2026-08-14 22:04:43
LLOGO,,,,,,,,-,1.18,2330.0,21.36,-0.54%,455.0,2026-08-14 22:04:43
LLOFF,,,,,,,,-,0.04,2260000.0,15.11,-2.14%,3016480.0,2026-08-14 22:04:43
LLOFD,,,,,,,,-,,193760.0,7.83,2.33%,85346.0,2026-08-14 22:04:43
LLOEV,,,,,,,,-,,41620.0,16.47,-0.33%,8426.0,2026-08-14 22:04:43
LLODI,,,,,,,,-,1.03,17240.0,25.22,-0.01%,78437.0,2026-08-14 22:04:43
LLOCT,,,,,,,,-,0.42,3170.0,23.92,0.02%,383.0,2026-08-14 22:04:43
LLNOK,,,,,,,,-,0.4,324570.0,39.12,3.41%,81782.0,2026-08-14 22:04:43
LLNGX,,,,,,,,-,0.06,13240.0,44.19,1.40%,18922.0,2026-08-14 22:04:43
LLMUB,,,,,,,,-,0.18,208300.0,49.92,-0.37%,91078.0,2026-08-14 22:04:43
LLMTL,,,,,,,,-,0.15,27250.0,42.45,3.56%,3974.0,2026-08-14 22:04:43
LLMNX,,,,,,,,-,0.1,48220.0,8.92,-1.42%,17570.0,2026-08-14 22:04:43
LLMBS,,,,,,,,-,0.16,503540.0,49.69,-0.07%,294913.0,2026-08-14 22:04:43
LLLYX,,,,,,,,-,0.22,444000.0,26.13,-4.46%,269231.0,2026-08-14 22:04:43
LLLDR,,,,,,,,-,0.71,190.0,43.04,-0.61%,17.0,2026-08-14 22:04:43
LLKOR,,,,,,,,-,0.21,2790.0,39.98,-0.61%,325.0,2026-08-14 22:04:43
LLJUL,,,,,,,,-,6.24,1770.0,24.01,0.02%,5592.0,2026-08-14 22:04:43
LLJAN,,,,,,,,-,6.34,1340.0,24.76,0.04%,304.0,2026-08-14 22:04:43
LLITZ,,,,,,,,-,0.05,1050000.0,8.38,-10.28%,3368346.0,2026-08-14 22:04:43
LLITX,,,,,,,,-,0.11,4530000.0,33.85,9.76%,3781078.0,2026-08-14 22:04:43
LLITU,,,,,,,,-,0.42,135050.0,21.28,10.51%,137210.0,2026-08-14 22:04:43
LLITP,,,,,,,,-,0.72,54780.0,11.66,2.82%,84188.0,2026-08-14 22:04:43
LLITL,,,,,,,,-,0.19,1520.0,35.19,0.44%,116.0,2026-08-14 22:04:43
LLITG,,,,,,,,-,,7830.0,18.94,9.42%,3004.0,2026-08-14 22:04:43
LLITC,,,,,,,,-,0.24,1850.0,30.27,9.37%,11548.0,2026-08-14 22:04:43
LLIT,,,,,,,,-,1.97,353190.0,75.23,0.76%,86362.0,2026-08-14 22:04:43
LLINT,,,,,,,,-,0.03,171180.0,125.06,-4.01%,74485.0,2026-08-14 22:04:43
LLIMI,,,,,,,,-,0.28,730.0,44.55,1.33%,182.0,2026-08-14 22:04:43
LLIFT,,,,,,,,-,9.28,580.0,22.64,0.02%,51.0,2026-08-14 22:04:43
LLIBD,,,,,,,,-,0.45,20.0,267.27,-0.51%,14.0,2026-08-14 22:04:43
LLIAU,,,,,,,,-,1.86,120.0,252.55,-0.46%,8.0,2026-08-14 22:04:43
LLIAM,,,,,,,,-,1.74,260.0,228.96,-0.37%,10.0,2026-08-14 22:04:43
LLIAE,,,,,,,,-,0.12,40.0,202.37,-0.29%,12.0,2026-08-14 22:04:43
LLGRO,,,,,,,,-,0.58,7130.0,47.69,-0.69%,3715.0,2026-08-14 22:04:43
LLGOV,,,,,,,,-,0.22,199130.0,20.92,-0.43%,63930.0,2026-08-14 22:04:43
LLGLV,,,,,,,,-,0.71,30120.0,189.14,0.05%,24726.0,2026-08-14 22:04:43
LLGHT,,,,,,,,-,0.64,2040.0,9.28,-0.90%,5735.0,2026-08-14 22:04:43
LLGH,,,,,,,,-,0.52,25470.0,67.17,-0.33%,13350.0,2026-08-14 22:04:43
LLGDX,,,,,,,,-,3.45,1550.0,26.12,0.02%,22.0,2026-08-14 22:04:43
LLGDS,,,,,,,,-,0.0,56950.0,50.41,-0.20%,18871.0,2026-08-14 22:04:43
LLGCF,,,,,,,,-,1.01,150.0,38.85,0.32%,36.0,2026-08-14 22:04:43
LLFSC,,,,,,,,-,2.52,4540.0,47.08,0.56%,2228.0,2026-08-14 22:04:43
LLFGY,,,,,,,,-,0.04,53560.0,19.2,0.31%,39804.0,2026-08-14 22:04:43
LLFEQ,,,,,,,,-,0.11,1680.0,61.72,-0.20%,204.0,2026-08-14 22:04:43
LLFDR,,,,,,,,-,3.08,20.0,177.31,-0.58%,10.0,2026-08-14 22:04:43
LLFBE,,,,,,,,-,10.82,10.0,177.19,-0.58%,10.0,2026-08-14 22:04:43
LLFAW,,,,,,,,-,1.15,40.0,168.59,-0.53%,299.0,2026-08-14 22:04:43
LLFAO,,,,,,,,-,3.34,100.0,158.36,-0.47%,162.0,2026-08-14 22:04:43
LLFAI,,,,,,,,-,0.73,270.0,145.61,-0.41%,179.0,2026-08-14 22:04:43
LLEXI,,,,,,,,-,2.25,11480.0,41.23,-0.16%,17955.0,2026-08-14 22:04:43
LLEUX,,,,,,,,-,0.15,78020.0,14.7,-1.47%,14653.0,2026-08-14 22:04:43
LLENS,,,,,,,,-,1.13,10240.0,44.75,1.28%,21109.0,2026-08-14 22:04:43
LLEND,,,,,,,,-,0.0,89170.0,24.91,-0.06%,65297.0,2026-08-14 22:04:43
LLEMB,,,,,,,,-,0.63,147620.0,43.05,-0.02%,19700.0,2026-08-14 22:04:43
LLEGR,,,,,,,,-,0.35,2550.0,67.16,0.15%,697.0,2026-08-14 22:04:43
LLEDRU,,15000000.0,,,,,,-,,,,-,0.0,2026-08-14 22:04:43
LLDUR,,,,,,,,-,0.38,77350.0,95.45,0.07%,43647.0,2026-08-14 22:04:43
LLDSF,,,,,,,,-,0.37,22630.0,18.91,-0.03%,4202.0,2026-08-14 22:04:43
LLDRX,,,,,,,,-,3.31,5750.0,36.88,-0.43%,6789.0,2026-08-14 22:04:43
LLDRT,,,,,,,,-,0.28,100270.0,25.01,-0.08%,232417.0,2026-08-14 22:04:43
LLDRI,,,,,,,,-,1.36,7990.0,25.0,0.04%,4355.0,2026-08-14 22:04:43
LLDRH,,,,,,,,-,0.34,12620.0,24.53,-0.02%,1140.0,2026-08-14 22:04:43
LLDRC,,,,,,,,-,0.55,19030.0,25.06,-0.09%,20455.0,2026-08-14 22:04:43
LLDEM,,,,,,,,-,0.7,1570.0,60.92,0.00%,539.0,2026-08-14 22:04:43
LLDDR,,,,,,,,-,0.01,880.0,77.35,-0.14%,198.0,2026-08-14 22:04:43
LLCTU,,,,,,,,-,0.18,86510.0,83.53,-0.26%,20352.0,2026-08-14 22:04:43
LLCTO,,,,,,,,-,0.38,490.0,25.62,-0.38%,270.0,2026-08-14 22:04:43
LLCTD,,,,,,,,-,2.2,30730.0,60.56,-0.11%,5164.0,2026-08-14 22:04:43
LLCR,,,,,,,,-,2.04,3980.0,40.77,-0.00%,3536.0,2026-08-14 22:04:43
LLCOW,,,,,,,,-,0.56,4059.9999999999995,26.65,-0.87%,2164.0,2026-08-14 22:04:43
LLCO,,,,,,,,-,18.73,70.0,28.1,0.74%,8.0,2026-08-14 22:04:43
LLCLG,,,,,,,,-,0.11,1290.0,73.35,-0.39%,38.0,2026-08-14 22:04:43
LLCF,,,,,,,,-,1.05,1040.0,46.49,-0.50%,793.0,2026-08-14 22:04:43
LLCDS,,,,,,,,-,0.01,300.0,74.86,0.02%,25.0,2026-08-14 22:04:43
LLCAP,,,,,,,,-,0.46,44330.0,34.17,-0.31%,38321.0,2026-08-14 22:04:43
LLBO,,,,,,,,-,0.2,1580.0,27.77,-1.95%,571.0,2026-08-14 22:04:43
LLBAY,,,,,,,,-,0.09,1630.0,26.57,0.36%,722.0,2026-08-14 22:04:43
LLAZR,,,,,,,,-,0.67,149240.0,47.5,2.28%,267413.0,2026-08-14 22:04:43
LLATR,,,,,,,,-,0.45,850.0,29.0,0.37%,2871.0,2026-08-14 22:04:43
LLASC,,,,,,,,-,0.4,9840.0,12.05,9.00%,5242.0,2026-08-14 22:04:43
LLAPR,,,,,,,,-,1.66,4460.0,25.29,-0.04%,3652.0,2026-08-14 22:04:43
LLALT,,,,,,,,-,0.75,208620.0,24.32,-0.23%,39898.0,2026-08-14 22:04:43
LLADM,,,,,,,,-,3.89,440.0,32.81,0.00%,11.0,2026-08-14 22:04:43
LLABX,,,,,,,,-,0.15,1420000.0,13.51,-1.53%,833504.0,2026-08-14 22:04:43
LLABU,,,,,,,,-,0.86,532720.0,276.54,0.96%,323016.0,2026-08-14 22:04:43
LLABD,,,,,,,,-,0.25,10130000.0,7.57,-0.66%,19538050.0,2026-08-14 22:04:43
KKYLD,,,,,,,,-,0.31,40500.0,21.29,0.28%,47861.0,2026-08-14 22:04:43
KKYC,,,,,,,,-,0.16,920.0,27.04,-0.83%,1444.0,2026-08-14 22:04:43
KKXI,,,,,,,,-,1.83,85080.0,69.42,-0.09%,64342.0,2026-08-14 22:04:43
KKWT,,,,,,,,-,19.37,5430.0,37.38,-0.33%,898.0,2026-08-14 22:04:43
KKWIN,,,,,,,,-,1.69,16620.0,25.68,-0.12%,3381.0,2026-08-14 22:04:43
KKWH,,,,,,,,-,0.16,107600.0,25.58,0.02%,1362.0,2026-08-14 22:04:43
KKWEB,,,,,,,,-,1.76,23560000.0,27.01,0.60%,16046245.0,2026-08-14 22:04:43
KKVLE,,,,,,,,-,0.33,2210.0,29.53,-0.05%,4173.0,2026-08-14 22:04:43
KKURE,,,,,,,,-,5.73,56670.0,18.43,-1.23%,75946.0,2026-08-14 22:04:43
KKTUP,,,,,,,,-,0.13,327360.0,9.91,5.76%,248960.0,2026-08-14 22:04:43
KKTEC,,,,,,,,-,1.44,72170.0,13.26,-0.60%,33331.0,2026-08-14 22:04:43
KKSTR,,,,,,,,-,2.52,866510.0,24.76,-0.20%,517805.0,2026-08-14 22:04:43
KKSPY,,,,,,,,-,0.85,41420.0,29.92,0.11%,5115.0,2026-08-14 22:04:43
KKSLV,,,,,,,,-,0.09,84470.0,27.05,0.60%,90841.0,2026-08-14 22:04:43
KKSEP,,,,,,,,-,0.03,3160.0,31.23,0.02%,3098.0,2026-08-14 22:04:43
KKSA,,,,,,,,-,10.78,539790.0,37.83,-0.13%,212563.0,2026-08-14 22:04:43
KKRYP,,,,,,,,-,0.24,3920.0,17.39,-0.92%,2732.0,2026-08-14 22:04:43
KKRWX,,,,,,,,-,1.18,9680.0,14.92,1.57%,12857.0,2026-08-14 22:04:43
KKROP,,,,,,,,-,0.15,2440.0,35.01,0.27%,917.0,2026-08-14 22:04:43
KKRE,,,,,,,,-,3.64,13930000.0,77.93,0.23%,7300705.0,2026-08-14 22:04:43
KKRBN,,,,,,,,-,2.53,20860.0,34.35,-0.03%,16586.0,2026-08-14 22:04:43
KKQQQ,,,,,,,,-,0.1,48840.0,29.31,-0.29%,28666.0,2026-08-14 22:04:43
KKPRO,,,,,,,,-,2.0,4490.0,26.87,-0.15%,13.0,2026-08-14 22:04:43
KKPHO,,,,,,,,-,0.12,860.0,22.39,-2.32%,26.0,2026-08-14 22:04:43
KKPDD,,,,,,,,-,2.82,328360.0,5.49,1.00%,51554.0,2026-08-14 22:04:43
KKORU,,,,,,,,-,1.11,28340000.0,21.6,1.55%,20386715.0,2026-08-14 22:04:43
KKORP,,,,,,,,-,0.06,102270.0,45.91,-0.17%,71065.0,2026-08-14 22:04:43
KKOOL,,,,,,,,-,0.53,5400.0,14.9,-0.11%,1983.0,2026-08-14 22:04:43
KKONG,,,,,,,,-,1.28,860.0,33.2,-0.15%,795.0,2026-08-14 22:04:43
KKOMP,,,,,,,,-,0.27,94080.0,71.44,0.79%,69786.0,2026-08-14 22:04:43
KKOLD,,,,,,,,-,0.47,3020000.0,30.53,1.39%,1946661.0,2026-08-14 22:04:43
KKOKU,,,,,,,,-,2.17,340.0,135.7,-0.18%,345.0,2026-08-14 22:04:43
KKOID,,,,,,,,-,0.61,190610.0,39.22,0.44%,129818.0,2026-08-14 22:04:43
KKOCT,,,,,,,,-,0.05,13470.0,38.02,0.05%,1753.0,2026-08-14 22:04:43
KKNRX,,,,,,,0.0049,-,0.27,256380.0,0.34,-10.08%,7497.0,2026-08-14 22:04:43
KKNRG,,,,,,,,-,2.5,17810.0,25.72,-0.08%,10079.0,2026-08-14 22:04:43
KKNOW,,,,,,,,-,0.25,1690.0,13.21,-0.09%,18.0,2026-08-14 22:04:43
KKNOV,,,,,,,,-,0.17,36560.0,32.36,0.19%,362.0,2026-08-14 22:04:43
KKNO,,,,,,,,-,0.2,520.0,65.06,0.10%,44.0,2026-08-14 22:04:43
KKNGZ,,,,,,,,-,3.18,5440.0,42.92,-0.21%,5846.0,2026-08-14 22:04:43
KKNG,,,,,,,,-,0.76,281910.0,52.07,-0.08%,126980.0,2026-08-14 22:04:43
KKNCT,,,,,,,,-,0.14,3990.0,200.77,-0.74%,1378.0,2026-08-14 22:04:43
KKMLM,,,,,,,,-,0.4,300340.0,29.14,1.18%,184406.0,2026-08-14 22:04:43
KKMLI,,,,,,,,-,0.04,73950.0,9.55,1.93%,48246.0,2026-08-14 22:04:43
KKMID,,,,,,,,-,0.8,9450.0,25.58,-0.20%,7565.0,2026-08-14 22:04:43
KKMEM,,,,,,,,-,0.21,326590.0,18.75,0.86%,86314.0,2026-08-14 22:04:43
KKMCA,,,,,,,,-,0.48,10710.0,19.83,0.38%,5518.0,2026-08-14 22:04:43
KKMAY,,,,,,,,-,0.51,25130.0,30.91,0.26%,904.0,2026-08-14 22:04:43
KKMAR,,,,,,,,-,1.16,4980.0,32.72,0.20%,1064.0,2026-08-14 22:04:43
KKLMT,,,,,,,,-,1.4,2150.0,35.52,-0.40%,4075.0,2026-08-14 22:04:43
KKLMN,,,,,,,,-,0.01,737210.0,31.97,-0.16%,13.0,2026-08-14 22:04:43
