pv,bond_dirty_price,ls,lt,dp,type,du,id,iopv,ig,ed,change_vs_pc_percentage,ej,clo,el,v_,ex,nc,vl,cur,fn,trading_time,bl,sc,bv,dpc,iiv,sip,bond_clean_price,cc,ptd,b,issuer-name,c,sv,h,i,cn,l,m,n,o,p_,cr,p,bond_accrued_interest,change_vs_pc,r,s,cx,v,lf,bond_date,datetime,datetime_sg
1.317,,P,1.317,,etfs,,0,0.0,9.0,,,,,0.0,,,A94,0.0,USD,,20260709_091600,1,,152.0,,,,,,,1.339,Amova Asia exJC US$,0.0,152.0,0.0,,,0.0,MAINBOARD,Amova Asia exJC US$,0.0,X,,0.0,,,,1.362,1.349,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.459,,P,1.511,,etfs,,0,0.0,9.0,,,,,0.0,,,93U,71.593,USD,,20260709_091600,1,,52.0,,,,,,,1.510,Amova Asia exJC USD,0.052,52.0,1.513,,,1.511,MAINBOARD,Amova Asia exJC USD,1.513,X,,3.564,,,,1.520,1.514,108281.023,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.006,,P,1.006,,etfs,,0,0.0,9.0,,,,,0.0,,,MBH,997.766,SGD,,20260709_091600,1,,2545.25,,,,,,,1.005,Amova SGD IGBond ETF,0.0,1425.882,1.006,,,1.005,MAINBOARD,Amova SGD IGBond ETF,1.006,X,,0.0,,,,1.006,1.005,1003457.697,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
5.1,,P,5.18,,etfs,,0,0.0,9.0,,,,,0.0,,,GAB,30.149,SGD,,20260709_091600,1,,0.31,,,,,,,5.170,Amova STI ETF S$A,0.08,0.02,5.19,,,5.149,MAINBOARD,Amova STI ETF S$A,5.149,X,,1.569,,,,5.200,5.18,155507.996,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
5.47,,P,5.543,,etfs,,0,3.424,9.0,,,,,0.0,,,G3B,346.058,SGD,,20260709_091600,1,,0.923,,,,,,,5.540,Amova STI ETF S$D,0.073,0.172,5.555,,,5.481,MAINBOARD,Amova STI ETF S$D,5.481,X,,1.335,,,,5.543,5.543,1915359.073,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
6.1,,P,6.1,,etfs,,0,0.0,9.0,,,,,0.0,,,ZHY,0.0,CNY,,20260709_091600,1,,70.0,,,,,,,6.100,Amova-ICBCSG CNB CNY,0.0,70.0,0.0,,,0.0,MAINBOARD,Amova-ICBCSG CNB CNY,0.0,X,,0.0,,,,6.120,6.11,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.979,,P,0.982,,etfs,,0,0.0,9.0,,,,,0.0,,,ZHS,42.818,SGD,,20260709_091600,1,,100.0,,,,,,,0.979,Amova-ICBCSG CNB S$,0.003,100.0,0.982,,,0.979,MAINBOARD,Amova-ICBCSG CNB S$,0.979,X,,0.306,,,,0.982,0.98,41921.876,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.83,,P,0.83,,etfs,,0,0.0,9.0,,,,,0.0,,,ZHD,0.0,USD,,20260709_091600,1,,150.0,,,,,,,0.898,Amova-ICBCSG CNB US$,0.0,150.0,0.0,,,0.0,MAINBOARD,Amova-ICBCSG CNB US$,0.0,X,,0.0,,,,0.901,0.899,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.785,,P,0.785,,etfs,,0,0.0,9.0,,,,,0.0,,,CFA,490.581,SGD,,20260709_091600,1,,195.271,,,,,,,0.785,Amova-STC Asia REIT,0.0,205.82,0.787,,,0.785,MAINBOARD,Amova-STC Asia REIT,0.785,X,,0.0,,,,0.786,0.785,385642.358,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.608,,P,0.608,,etfs,,0,0.0,9.0,,,,,0.0,,,COI,0.0,USD,,20260709_091600,1,,2.6,,,,,,,0.605,Amova-STC A_REIT US$,0.0,150.0,0.0,,,0.0,MAINBOARD,Amova-STC A_REIT US$,0.0,X,,0.0,,,,0.610,0.606,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.6,,P,0.602,,etfs,,0,0.0,9.0,,,,,0.0,,,EVS,11.618,SGD,,20260709_091600,1,,2.5,,,,,,,0.600,Amova-STC CN EV S$,0.002,10.0,0.604,,,0.596,MAINBOARD,Amova-STC CN EV S$,0.6,X,,0.333,,,,0.713,0.602,6927.18,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.493,,P,0.493,,etfs,,0,0.0,9.0,,,,,0.0,,,EVD,0.0,USD,,20260709_091600,1,,0.0,,,,,,,,Amova-STC CN EV US$,0.0,0.0,0.0,,,0.0,MAINBOARD,Amova-STC CN EV US$,0.0,X,,0.0,,,,,0.463,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.807,,P,1.81,,etfs,,0,0.0,9.0,,,,,0.0,,,CXN,86.0,CNY,,20260709_091600,1,,0.0,,,,,,,,AmovaEFund ChiNext CNY,0.003,0.0,1.81,,,1.81,MAINBOARD,AmovaEFund ChiNext CNY,1.81,X,,0.166,,,,,1.798,155660.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.73,,P,1.728,,etfs,,0,0.0,9.0,,,,,0.0,,,CXT,14.226,SGD,,20260709_091600,1,,0.5,,,,,,,1.728,AmovaEFund ChiNext S$,-0.002,0.0,1.742,,,1.728,MAINBOARD,AmovaEFund ChiNext S$,1.731,X,,-0.116,,,,,1.8,24633.692,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.268,,P,0.268,,etfs,,0,0.0,9.0,,,,,0.0,,,CXO,0.0,USD,,20260709_091600,1,,0.0,,,,,,,,AmovaEFund ChiNext US$,0.0,0.0,0.0,,,0.0,MAINBOARD,AmovaEFund ChiNext US$,0.0,,,0.0,,,,,0.263,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.024,,P,0.022,,stocks,,0,0.0,,,,,,0.0,,,AOF,5.0,SGD,,20260709_091600,100,M,11.3,,,,,,20260706,0.022,Amplefield Ltd,-0.002,500.0,0.022,,,0.022,CATALIST,Amplefield Ltd,0.022,,,-8.333,,,,0.024,0.0,110.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
3.49,,S,3.49,,stocks,,0,0.0,,,,Developed,None,0.0,,HKEX,HKB,0.0,SGD,,20260709_091600,100,K,0.0,,,DC,,,20260506,,AMTD IDEA OV,0.0,1.2,0.0,,,0.0,MAINBOARD,AMTD IDEA OV,0.0,,,0.0,,,,3.390,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
21.45,,P,21.32,,etfs,,0,0.0,9.0,,,,,0.0,,,H1N,0.003,USD,,20260709_091600,1,,10.0,,,X@,,,,21.370,Amundi EM Mkt Sw US$,-0.13,10.0,21.32,,,21.29,MAINBOARD,Amundi EM Mkt Sw US$,21.29,,,-0.606,,,,21.550,21.45,63.93,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
29.5,,P,29.5,,etfs,,0,0.0,9.0,,,,,0.0,,,G1N,0.0,USD,,20260709_091600,1,,5.1,,,X@,,,,28.970,Amundi MSIndia Sw US$,0.0,5.1,0.0,,,0.0,MAINBOARD,Amundi MSIndia Sw US$,0.0,,,0.0,,,,29.270,29.09,0.0,0.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
3.4,,P,3.4,0.0,dlcertificates,0.0,0,0.0,25.0,2026-10-06,,,,0.0,,,USAW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,AMZN 3xLongSG261006,0.0,0.0,0.0,,,0.0,MAINBOARD,AMZN 3xLongSG261006,0.0,,,0.0,,,,,3.544,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
3.56,,P,3.56,0.0,dlcertificates,0.0,0,0.0,25.0,2026-12-04,,,,0.0,,,USQW,0.0,USD,,20260709_091600,100,,0.0,0.0,,@,,,,,AMZN 3xLongSG261204US$,0.0,0.0,0.0,,,0.0,MAINBOARD,AMZN 3xLongSG261204US$,0.0,,,0.0,,,,,2.513,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.32,,P,0.32,0.0,dlcertificates,0.0,0,0.0,26.0,2026-10-06,,,,0.0,,,USBW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,AMZN 3xShortSG261006,0.0,0.0,0.0,,,0.0,MAINBOARD,AMZN 3xShortSG261006,0.0,,,0.0,,,,,0.389,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.28,,P,1.28,0.0,dlcertificates,0.0,0,0.0,26.0,2026-12-04,,,,0.0,,,USRW,0.0,USD,,20260709_091600,100,,0.0,0.0,,@,,,,,AMZN 3xShortSG261204US$,0.0,0.0,0.0,,,0.0,MAINBOARD,AMZN 3xShortSG261204US$,0.0,,,0.0,,,,,1.08,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.018,,P,0.018,,stocks,,0,0.0,,,,,,0.0,,,Y35,4.5,SGD,,20260709_091600,100,G,6.0,,,,,,20260708,0.017,AnAn Intl,0.0,114.6,0.018,,,0.018,MAINBOARD,AnAn Intl,0.018,,,0.0,,,,0.018,0.0,81.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.435,,P,0.435,,stocks,,0,0.0,,,,,,0.0,,,BTX,0.0,SGD,,20260709_091600,100,C,70.0,,,,,,20260703,0.380,Anchun Intl,0.0,1.0,0.0,,,0.0,MAINBOARD,Anchun Intl,0.0,,,0.0,,,,0.425,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.064,,P,0.064,,stocks,,0,0.0,,,,,,0.0,,,A52,0.0,SGD,,20260709_091600,100,G,30.0,,,,,,20260701,0.058,AnnAik,0.0,1.0,0.0,,,0.0,CATALIST,AnnAik,0.0,,,0.0,,,,0.065,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.024,,P,0.024,,stocks,,0,0.0,,,,,,0.0,,,JFQ,525.0,SGD,,20260709_091600,100,C,913.6,,,,,,20260708,0.023,AnnicaHoldings,0.0,33.3,0.024,,,0.024,CATALIST,AnnicaHoldings,0.024,,,0.0,,,,0.024,0.0,12600.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.23,,P,0.25,,stocks,,0,0.0,,,,,,0.0,,,1D4,2014.0,SGD,,20260709_091600,100,Q,299.9,,,,,,20260708,0.245,Aoxin Q & M,0.02,556.1,0.25,,,0.235,CATALIST,Aoxin Q & M,0.24,,,8.696,,,,0.250,0.0,491358.5,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.139,,P,0.139,,stocks,,0,0.0,,,,,,0.0,,,5AU,0.0,SGD,,20260709_091600,100,C,8.0,,,,,,20260707,0.129,AP Oil,0.0,3.1,0.0,,,0.0,MAINBOARD,AP Oil,0.0,,,0.0,,,,0.139,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.001,,P,0.001,,stocks,,0,0.0,,,,,,0.0,,,5RA,0.0,SGD,,20260709_091600,100,K,0.0,,,,,,20250910,,AP Strategic,0.0,0.0,0.0,SUSP,,0.0,CATALIST,AP Strategic,0.0,,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.545,,P,0.55,,stocks,,0,0.0,,,,,,0.0,,,CLN,26.6,SGD,,20260709_091600,100,L,20.0,,,,,,20260708,0.545,APAC Realty,0.005,12.2,0.55,,,0.54,MAINBOARD,APAC Realty,0.55,,,0.917,,,,0.550,0.0,14485.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
3.95,,P,3.95,0.0,dlcertificates,0.0,0,0.0,25.0,2026-10-06,,,,0.0,,,MACW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,APPLE 3xLongSG261006,0.0,0.0,0.0,,,0.0,MAINBOARD,APPLE 3xLongSG261006,0.0,,,0.0,,,,,4.336,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
3.87,,P,3.87,0.0,dlcertificates,0.0,0,0.0,25.0,2026-12-04,,,,0.0,,,IPTW,0.0,USD,,20260709_091600,100,,0.0,0.0,,@,,,,,APPLE 3xLongSG261204US$,0.0,0.0,0.0,,,0.0,MAINBOARD,APPLE 3xLongSG261204US$,0.0,,,0.0,,,,,4.423,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.615,,P,0.475,0.0,dlcertificates,0.0,0,0.0,26.0,2026-10-06,,,,0.0,,,PODW,3.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,APPLE 3xShortSG261006,-0.005,0.0,0.475,,,0.475,MAINBOARD,APPLE 3xShortSG261006,0.475,,,-1.042,,,,,0.48,1425.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.03,,P,1.03,0.0,dlcertificates,0.0,0,0.0,26.0,2026-12-04,,,,0.0,,,IPUW,0.0,USD,,20260709_091600,100,,0.0,0.0,,@,,,,,APPLE 3xShortSG261204US$,0.0,0.0,0.0,,,0.0,MAINBOARD,APPLE 3xShortSG261204US$,0.0,,,0.0,,,,,0.826,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.21,,P,0.21,,stocks,,0,0.0,,,,,,0.0,,,AWG,0.0,SGD,,20260709_091600,100,C,5.0,,,,,,20260708,0.185,Ascent Bridge,0.0,9.6,0.0,,,0.0,MAINBOARD,Ascent Bridge,0.0,,,0.0,,,,0.210,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.145,,P,0.145,,stocks,,0,0.0,,,,,,0.0,,,A55,0.0,SGD,,20260709_091600,100,C,10.0,,,,,,20260707,0.127,Asia Enterprises,0.0,4.1,0.0,,,0.0,MAINBOARD,Asia Enterprises,0.0,,,0.0,,,,0.145,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.075,,P,0.065,,stocks,,0,0.0,,,,,,0.0,,,5RE,5.1,SGD,,20260709_091600,100,K,9.9,,,,,,20260630,0.050,Asia Vets,-0.01,0.9,0.065,,,0.05,CATALIST,Asia Vets,0.05,,,-13.333,,,,0.068,0.0,330.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.022,,P,0.022,,stocks,,0,0.0,,,,,,0.0,,,505,0.0,SGD,,20260709_091600,100,Q,150.0,,,,,,20260708,0.022,AsiaMedic,0.0,330.0,0.0,,,0.0,CATALIST,AsiaMedic,0.0,,,0.0,,,,0.023,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.003,,P,0.003,,stocks,,0,0.0,,,,,,0.0,,,585,3752.1,SGD,,20260709_091600,100,G,499.2,,,,,,20260708,0.003,Asian Micro,0.0,8564.6,0.004,,,0.003,CATALIST,Asian Micro,0.003,,,0.0,,,,0.004,0.0,11507.3,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.088,,P,0.086,,businesstrusts,,0,0.0,,,,,,0.0,,,S7OU,11.022,SGD,,20260709_091600,100,J,1.0,,,,,,,0.086,Asian Pay Tv Tr,-0.002,170.0,0.086,,,0.086,MAINBOARD,Asian Pay Tv Tr,0.086,X,,-2.273,,,,0.087,0.0,947.936,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.009,,P,0.009,,stocks,,0,0.0,,,,,,0.0,,,5WV,0.0,SGD,,20260709_091600,100,B,550.0,,,,,,20260708,0.008,AsiaPhos,0.0,328.0,0.0,,,0.0,CATALIST,AsiaPhos,0.0,,,0.0,,,,0.009,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.003,,P,0.003,,stocks,,0,0.0,,,,,,0.0,,,5CR,0.0,SGD,,20260709_091600,100,C,1400.0,,,,,,20260708,0.003,Asiatic,0.0,24799.0,0.0,,,0.0,CATALIST,Asiatic,0.0,,,0.0,,,,0.004,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.3,,P,0.305,,stocks,,0,0.0,,,,,,0.0,,,A04,1273.7,SGD,,20260709_091600,100,C,83.0,,,,,,20260708,0.305,ASL Marine,0.005,86.8,0.31,,,0.3,MAINBOARD,ASL Marine,0.3,,,1.667,,,,0.310,0.0,386600.5,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.026,,P,0.026,,stocks,,0,0.0,,,,,,0.0,,,1F3,0.0,SGD,,20260709_091600,100,L,4.0,,,,,,20260708,0.026,Aspen,0.0,17.2,0.0,,,0.0,MAINBOARD,Aspen,0.0,,,0.0,,,,0.029,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.128,,P,0.129,,stocks,,0,0.0,,,,,,0.0,,,A30,208.8,SGD,,20260709_091600,100,G,2.1,,,,,,20260708,0.123,Aspial Corp,0.001,49.7,0.129,,,0.121,MAINBOARD,Aspial Corp,0.128,,,0.781,,,CD,0.129,0.0,26329.5,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.35,,P,0.35,,stocks,,0,0.0,,,,,,0.0,,,5UF,484.5,SGD,,20260709_091600,100,G,24.1,,,,,,20260708,0.350,Aspial Lifestyle,0.0,102.2,0.35,,,0.345,MAINBOARD,Aspial Lifestyle,0.345,,,0.0,,,,0.355,0.0,168872.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.063,,P,0.063,,stocks,,0,0.0,,,,,,0.0,,,RCU,0.0,SGD,,20260709_091600,100,K,20.0,,,,,,20260707,0.050,Assurance HC,0.0,60.2,0.0,,,0.0,CATALIST,Assurance HC,0.0,,,0.0,,,,0.061,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.04,,P,0.04,,stocks,,0,0.0,,,,,,0.0,,,42S,0.0,SGD,,20260709_091600,100,L,12.0,,,,,,20260630,0.030,Astaka,0.0,49.9,0.0,,,0.0,CATALIST,Astaka,0.0,,,0.0,,,,0.040,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.119,,P,0.12,,stocks,,0,0.0,,,,,,0.0,,,575,6426.6,SGD,,20260709_091600,100,C,49.9,,,,,,20260708,0.120,ASTI,0.001,388.9,0.122,,,0.119,MAINBOARD,ASTI,0.12,,,0.84,,,,0.121,0.0,776301.3,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.027,102.7,P,1.027,,retailbonds,,0,0.0,2.0,,,,,0.0,,,V7AB,251.0,SGD,,20260709_074948,1000,,38.0,,,,102.169,,,1.022,Astrea7A1 4.125%320527#,0.0,38.0,1.028,,,1.022,MAINBOARD,Astrea7A1 4.125%320527#,1.025,X,,0.0,0.531,,,1.028,0.0,257100.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.03,102.5,P,1.025,,retailbonds,,0,0.0,2.0,,,,,0.0,,,V7BB,7.0,USD,,20260709_081015,1000,,6.0,,,,101.733,,,1.025,Astrea7B 6%320527#,-0.005,10.0,1.025,,,1.025,MAINBOARD,Astrea7B 6%320527#,1.025,X,,-0.485,0.767,,,1.030,0.0,7175.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.07,107.0,P,1.07,,retailbonds,,0,0.0,2.0,,,,,0.0,,,Z1AB,10.0,SGD,,20260709_090227,1000,,15.0,,,,104.914,,,1.070,Astrea8A1 4.35%390719#,0.0,1.0,1.07,,,1.07,MAINBOARD,Astrea8A1 4.35%390719#,1.07,X,,0.0,2.086,,CI,1.085,0.0,10700.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.065,106.5,P,1.065,,retailbonds,,0,0.0,2.0,,,,,0.0,,,Z2AB,5.0,USD,,20260709_084659,1000,,5.0,,,,103.431,,,1.051,Astrea8A2 6.35%390719#,0.0,8.0,1.065,,,1.065,MAINBOARD,Astrea8A2 6.35%390719#,1.065,X,,0.0,3.069,,CI,1.079,0.0,5325.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.034,103.4,P,1.034,,retailbonds,,0,0.0,2.0,,,,,0.0,,,YA1B,0.0,SGD,,20260709_060309,1000,,18.0,,,,101.956,,,1.034,Astrea9A1 3.4%400808#,0.0,10.0,0.0,,,0.0,MAINBOARD,Astrea9A1 3.4%400808#,0.0,X,,0.0,1.444,,,1.039,0.0,0.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.038,103.5,P,1.035,,retailbonds,,0,0.0,2.0,,,,,0.0,,,YA2B,20.0,USD,,20260709_090600,1000,,10.0,,,,101.046,,,1.029,Astrea9A2 5.7%400808#,-0.003,1.0,1.035,,,1.035,MAINBOARD,Astrea9A2 5.7%400808#,1.035,X,,-0.289,2.454,,,1.038,0.0,20700.0,0.0,1783526400000.0,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.117,,P,0.11,,stocks,,0,0.0,,,,,,0.0,,,5UL,102.5,SGD,,20260709_091600,100,B,55.0,,,,,,20260703,0.111,Atlantic Nav,-0.007,50.0,0.11,,,0.11,CATALIST,Atlantic Nav,0.11,,,-5.983,,,,0.115,0.0,11275.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.2,,P,0.2,,stocks,,0,0.0,,,,,,0.0,,,53W,0.0,SGD,,20260709_091600,100,M,22.0,,,,,,20260707,0.170,Attika Group,0.0,3.4,0.0,,,0.0,CATALIST,Attika Group,0.0,,,0.0,,,,0.200,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.235,,P,0.235,,stocks,,0,0.0,,,,,,0.0,,,1AZ,0.0,SGD,,20260709_091600,100,J,32.0,,,,,,20260708,0.230,Audience,0.0,33.5,0.0,,,0.0,CATALIST,Audience,0.0,,,0.0,,,,0.235,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.009,,P,0.009,,stocks,,0,0.0,,,,,,0.0,,,5GJ,0.0,SGD,,20260709_091600,100,C,0.0,,,,,,20221104,,AusGroup,0.0,0.0,0.0,SUSP,,0.0,MAINBOARD,AusGroup,0.0,,,0.0,,,,,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.003,,P,0.003,,stocks,,0,0.0,,,,,,0.0,,,WNH,18.0,SGD,,20260709_091600,100,I,53475.0,,,,,,20260708,0.002,Autagco Ltd,0.0,4103.8,0.003,,,0.003,CATALIST,Autagco Ltd,0.003,,,0.0,,,,0.003,0.0,54.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
2.68,,P,2.67,,stocks,,0,0.0,,,,,,0.0,,,X5N,29.0,SGD,,20260709_091600,100,C,2.8,,,,,,20260708,2.670,Avarga Ltd,-0.01,2.0,2.68,,,2.67,MAINBOARD,Avarga Ltd,2.68,,,-0.373,,,,2.680,0.0,77610.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
15.75,,S,16.22,,stocks,,0,0.0,,,,Developed,None,0.0,,Nasdaq,AVP,104.29,SGD,,20260709_091600,10,J,0.5,,,,,,20260708,16.060,AvePoint,0.47,0.4,16.22,,,15.99,MAINBOARD,AvePoint,16.0,,,2.984,,,,16.220,0.0,1674493.5,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
3.07,,P,3.65,0.0,dlcertificates,0.0,0,0.0,25.0,2028-04-20,,,,0.0,,,Z8TW,1.0,SGD,,20260709_091600,100,,0.1,0.0,,@,,,,3.050,AVGO 3xLongSG280420,0.596,0.0,3.65,,,3.65,MAINBOARD,AVGO 3xLongSG280420,3.65,,,19.515,,,,,3.054,3650.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.3,,P,1.3,0.0,dlcertificates,0.0,0,0.0,26.0,2028-04-20,,,,0.0,,,9FOW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,AVGO 3xShortSG280420,0.0,0.0,0.0,,,0.0,MAINBOARD,AVGO 3xShortSG280420,0.0,,,0.0,,,,,1.274,0.0,3.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.25,,P,0.25,,stocks,,0,0.0,,,,,,0.0,,,1R6,80.0,SGD,,20260709_091600,100,K,92.0,,,,,,20260708,0.245,Avi-Tech Hldg,0.0,55.0,0.25,,,0.25,MAINBOARD,Avi-Tech Hldg,0.25,,,0.0,,,,0.260,0.0,20000.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
10.26,,P,10.29,,stocks,,0,0.0,,,,,,0.0,,,BBW,0.5,SGD,,20260709_091600,100,J,1.0,,,,,,20260708,10.220,Azeus,0.03,1.0,10.29,,,10.29,MAINBOARD,Azeus,10.29,,,0.292,,,,10.290,0.0,5145.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.82,,P,0.855,,stocks,,0,0.0,,,,,,0.0,,,8AZ,998.3,SGD,,20260709_091600,100,C,12.4,,,,,,20260708,0.850,Aztech Gbl,0.035,127.5,0.855,,,0.825,MAINBOARD,Aztech Gbl,0.825,,,4.268,,,,0.855,0.0,842452.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.008,,P,0.008,,stocks,,0,0.0,,,,,,0.0,,,9QX,18.3,SGD,,20260709_091600,100,K,1030.0,,,,,,20260708,0.007,B Wilshire Ltd,0.0,5680.5,0.008,,,0.008,CATALIST,B Wilshire Ltd,0.008,,,0.0,,,,0.008,0.0,146.4,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
1.92,,P,1.92,,stocks,,0,0.0,,,,,,0.0,,,CJN,0.0,SGD,,20260709_091600,100,S,2.0,,,,,,20260512,1.920,B&M Hldg,0.0,0.6,0.0,,,0.0,MAINBOARD,B&M Hldg,0.0,,,0.0,,,,2.200,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.002,,P,0.002,,stocks,,0,0.0,,,,,,0.0,,,YYB,0.0,SGD,,20260709_091600,100,K,204737.0,,,,,,20260701,0.001,BACUI TECH,0.0,0.1,0.0,,,0.0,CATALIST,BACUI TECH,0.0,,,0.0,,,,0.002,0.0,0.0,,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.245,,P,0.215,0.0,dlcertificates,0.0,0,0.0,25.0,2026-10-27,,,,0.0,,,JVWW,12.0,SGD,,20260709_091600,100,,12.0,0.0,,@,,,,0.215,Baidu 5xLongSG261027,-0.035,12.0,0.235,,,0.215,MAINBOARD,Baidu 5xLongSG261027,0.235,,,-14.0,,0.223,,0.230,0.25,2650.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.082,,P,0.074,0.0,dlcertificates,0.0,0,0.0,25.0,2028-01-20,,,,0.0,,,RZGW,2.1,SGD,,20260709_091600,100,,4.5,0.0,,@,,,,0.069,Baidu 5xLongSG280120,-0.008,0.0,0.085,,,0.074,MAINBOARD,Baidu 5xLongSG280120,0.08,,,-9.756,,,,,0.082,165.7,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
0.0,,P,0.0,0.0,dlcertificates,0.0,0,0.0,25.0,2028-06-22,,,,0.0,,,HVYW,0.0,SGD,,20260709_091600,100,,0.0,0.0,,@,,,,,Baidu 5xLongSG280622,0.0,0.0,0.0,,,0.0,MAINBOARD,Baidu 5xLongSG280622,0.0,,,0.0,,,,,0.922,0.0,5.0,,2026-07-09 12:19:08,2026-07-09 20:19:08+0800
